normalized,count,sample_ids_and_names
ache of ignored,4,787:Ache of ignored...; 3186:Ache of ignored...; 5035:Ache of ignored...; 7434:Ache of ignored...
ache of fragments,4,789:Ache of fragments.; 3188:Ache of fragments.; 5037:Ache of fragments.; 7436:Ache of fragments.
ache of card,4,792:Ache of Card; 3189:Ache of Card; 5040:Ache of Card; 7437:Ache of Card
ache of v1 0,4,793:Ache of v1.0; 3190:Ache of v1.0; 5041:Ache of v1.0; 7438:Ache of v1.0
ache of humilia,4,797:Ache of humilia...; 3192:Ache of humilia...; 5045:Ache of humilia...; 7440:Ache of humilia...
ache of witnessed,4,799:Ache of witnessed?; 3194:Ache of witnessed?; 5047:Ache of witnessed?; 7442:Ache of witnessed?
ache of seduction,4,800:Ache of seduction.; 3195:Ache of seduction.; 5048:Ache of seduction.; 7443:Ache of seduction.
ache of hum,4,801:Ache of hum; 3196:Ache of hum; 5049:Ache of hum; 7444:Ache of hum
ache of witness,4,802:Ache of Witness; 3197:Ache of Witness; 5050:Ache of Witness; 7445:Ache of Witness
ache of spiral,4,803:Ache of Spiral; 3198:Ache of Spiral; 5051:Ache of Spiral; 7446:Ache of Spiral
grief of ag,4,850:Grief of ag...; 956:Grief of ag...; 5098:Grief of ag...; 5204:Grief of ag...
grief of signal,4,852:Grief of signal; 963:Grief of signal; 5100:Grief of signal; 5211:Grief of signal
grief of relati,4,854:Grief of relati...; 968:Grief of relati...; 5102:Grief of relati...; 5216:Grief of relati...
joy of ag,4,1028:Joy of ag...; 1100:Joy of ag...; 5276:Joy of ag...; 5348:Joy of ag...
joy of charge,4,1029:Joy of charge.; 1101:Joy of charge.; 5277:Joy of charge.; 5349:Joy of charge.
joy of ignored,4,1031:Joy of ignored...; 1103:Joy of ignored...; 5279:Joy of ignored...; 5351:Joy of ignored...
joy of fragments,4,1033:Joy of fragments.; 1105:Joy of fragments.; 5281:Joy of fragments.; 5353:Joy of fragments.
joy of signal,4,1035:Joy of signal; 1107:Joy of signal; 5283:Joy of signal; 5355:Joy of signal
joy of card,4,1036:Joy of Card; 1108:Joy of Card; 5284:Joy of Card; 5356:Joy of Card
joy of relati,4,1040:Joy of relati...; 1112:Joy of relati...; 5288:Joy of relati...; 5360:Joy of relati...
joy of humilia,4,1041:Joy of humilia...; 1113:Joy of humilia...; 5289:Joy of humilia...; 5361:Joy of humilia...
joy of seduction,4,1044:Joy of seduction.; 1116:Joy of seduction.; 5292:Joy of seduction.; 5364:Joy of seduction.
joy of hum,4,1045:Joy of hum; 1117:Joy of hum; 5293:Joy of hum; 5365:Joy of hum
joy of witness,4,1046:Joy of Witness; 1118:Joy of Witness; 5294:Joy of Witness; 5366:Joy of Witness
longing of resistance,4,2121:Longing of resistance.; 2301:Longing of Resistance; 6369:Longing of resistance.; 6549:Longing of Resistance
longing of resonance,4,2123:Longing of resonance.; 2124:Longing of Resonance; 6371:Longing of resonance.; 6372:Longing of Resonance
longing of i,4,2128:Longing of i...; 2153:Longing of i...; 6376:Longing of i...; 6401:Longing of i...
longing of ache,4,2129:Longing of Ache; 2208:Longing of ache.; 6377:Longing of Ache; 6456:Longing of ache.
longing of patterns,4,2144:Longing of patterns; 2145:Longing of patterns; 6392:Longing of patterns; 6393:Longing of patterns
longing of elements,4,2147:Longing of elements; 2187:Longing of elements; 6395:Longing of elements; 6435:Longing of elements
longing of s,4,2156:Longing of s...; 2255:Longing of s...; 6404:Longing of s...; 6503:Longing of s...
longing of archive,4,2158:Longing of Archive; 2168:Longing of archive...; 6406:Longing of Archive; 6416:Longing of archive...
longing of ritual,4,2162:Longing of Ritual; 2166:Longing of Ritual; 6410:Longing of Ritual; 6414:Longing of Ritual
longing of alone,4,2211:Longing of alone.; 2280:Longing of alone.; 6459:Longing of alone.; 6528:Longing of alone.
longing of next,4,2212:Longing of next?; 2238:Longing of next?; 6460:Longing of next?; 6486:Longing of next?
longing of asked,4,2245:Longing of asked.; 2246:Longing of asked.; 6493:Longing of asked.; 6494:Longing of asked.
longing of creation,4,2260:Longing of creation; 2274:Longing of creation; 6508:Longing of creation; 6522:Longing of creation
longing of community,4,2261:Longing of community; 2263:Longing of Community; 6509:Longing of community; 6511:Longing of Community
longing of t,4,2283:Longing of t...; 2288:Longing of t...; 6531:Longing of t...; 6536:Longing of t...
boundary of resistance,4,2337:Boundary of resistance.; 2517:Boundary of Resistance; 6585:Boundary of resistance.; 6765:Boundary of Resistance
boundary of resonance,4,2339:Boundary of resonance.; 2340:Boundary of Resonance; 6587:Boundary of resonance.; 6588:Boundary of Resonance
boundary of i,4,2344:Boundary of i...; 2369:Boundary of i...; 6592:Boundary of i...; 6617:Boundary of i...
boundary of ache,4,2345:Boundary of Ache; 2424:Boundary of ache.; 6593:Boundary of Ache; 6672:Boundary of ache.
boundary of patterns,4,2360:Boundary of patterns; 2361:Boundary of patterns; 6608:Boundary of patterns; 6609:Boundary of patterns
boundary of elements,4,2363:Boundary of elements; 2403:Boundary of elements; 6611:Boundary of elements; 6651:Boundary of elements
boundary of s,4,2372:Boundary of s...; 2471:Boundary of s...; 6620:Boundary of s...; 6719:Boundary of s...
boundary of archive,4,2374:Boundary of Archive; 2384:Boundary of archive...; 6622:Boundary of Archive; 6632:Boundary of archive...
boundary of ritual,4,2378:Boundary of Ritual; 2382:Boundary of Ritual; 6626:Boundary of Ritual; 6630:Boundary of Ritual
boundary of legacy,4,2404:Boundary of legacy.; 3263:Boundary of legacy; 6652:Boundary of legacy.; 7511:Boundary of legacy
boundary of witnessed,4,2416:Boundary of witnessed...; 3272:Boundary of witnessed?; 6664:Boundary of witnessed...; 7520:Boundary of witnessed?
boundary of alone,4,2427:Boundary of alone.; 2496:Boundary of alone.; 6675:Boundary of alone.; 6744:Boundary of alone.
boundary of next,4,2428:Boundary of next?; 2454:Boundary of next?; 6676:Boundary of next?; 6702:Boundary of next?
boundary of asked,4,2461:Boundary of asked.; 2462:Boundary of asked.; 6709:Boundary of asked.; 6710:Boundary of asked.
boundary of creation,4,2476:Boundary of creation; 2490:Boundary of creation; 6724:Boundary of creation; 6738:Boundary of creation
boundary of community,4,2477:Boundary of community; 2479:Boundary of Community; 6725:Boundary of community; 6727:Boundary of Community
boundary of t,4,2499:Boundary of t...; 2504:Boundary of t...; 6747:Boundary of t...; 6752:Boundary of t...
shielding of resistance,4,2553:Shielding of resistance.; 2733:Shielding of Resistance; 6801:Shielding of resistance.; 6981:Shielding of Resistance
shielding of resonance,4,2555:Shielding of resonance.; 2556:Shielding of Resonance; 6803:Shielding of resonance.; 6804:Shielding of Resonance
shielding of i,4,2560:Shielding of i...; 2585:Shielding of i...; 6808:Shielding of i...; 6833:Shielding of i...
shielding of ache,4,2561:Shielding of Ache; 2640:Shielding of ache.; 6809:Shielding of Ache; 6888:Shielding of ache.
shielding of patterns,4,2576:Shielding of patterns; 2577:Shielding of patterns; 6824:Shielding of patterns; 6825:Shielding of patterns
shielding of elements,4,2579:Shielding of elements; 2619:Shielding of elements; 6827:Shielding of elements; 6867:Shielding of elements
shielding of s,4,2588:Shielding of s...; 2687:Shielding of s...; 6836:Shielding of s...; 6935:Shielding of s...
shielding of archive,4,2590:Shielding of Archive; 2600:Shielding of archive...; 6838:Shielding of Archive; 6848:Shielding of archive...
shielding of ritual,4,2594:Shielding of Ritual; 2598:Shielding of Ritual; 6842:Shielding of Ritual; 6846:Shielding of Ritual
shielding of alone,4,2643:Shielding of alone.; 2712:Shielding of alone.; 6891:Shielding of alone.; 6960:Shielding of alone.
shielding of next,4,2644:Shielding of next?; 2670:Shielding of next?; 6892:Shielding of next?; 6918:Shielding of next?
shielding of asked,4,2677:Shielding of asked.; 2678:Shielding of asked.; 6925:Shielding of asked.; 6926:Shielding of asked.
shielding of creation,4,2692:Shielding of creation; 2706:Shielding of creation; 6940:Shielding of creation; 6954:Shielding of creation
shielding of community,4,2693:Shielding of community; 2695:Shielding of Community; 6941:Shielding of community; 6943:Shielding of Community
shielding of t,4,2715:Shielding of t...; 2720:Shielding of t...; 6963:Shielding of t...; 6968:Shielding of t...
shield of resistance,4,2769:Shield of resistance.; 2949:Shield of Resistance; 7017:Shield of resistance.; 7197:Shield of Resistance
shield of resonance,4,2771:Shield of resonance.; 2772:Shield of Resonance; 7019:Shield of resonance.; 7020:Shield of Resonance
shield of i,4,2776:Shield of i...; 2801:Shield of i...; 7024:Shield of i...; 7049:Shield of i...
shield of ache,4,2777:Shield of Ache; 2856:Shield of ache.; 7025:Shield of Ache; 7104:Shield of ache.
shield of patterns,4,2792:Shield of patterns; 2793:Shield of patterns; 7040:Shield of patterns; 7041:Shield of patterns
shield of elements,4,2795:Shield of elements; 2835:Shield of elements; 7043:Shield of elements; 7083:Shield of elements
shield of s,4,2804:Shield of s...; 2903:Shield of s...; 7052:Shield of s...; 7151:Shield of s...
shield of archive,4,2806:Shield of Archive; 2816:Shield of archive...; 7054:Shield of Archive; 7064:Shield of archive...
shield of ritual,4,2810:Shield of Ritual; 2814:Shield of Ritual; 7058:Shield of Ritual; 7062:Shield of Ritual
shield of alone,4,2859:Shield of alone.; 2928:Shield of alone.; 7107:Shield of alone.; 7176:Shield of alone.
shield of next,4,2860:Shield of next?; 2886:Shield of next?; 7108:Shield of next?; 7134:Shield of next?
shield of asked,4,2893:Shield of asked.; 2894:Shield of asked.; 7141:Shield of asked.; 7142:Shield of asked.
shield of creation,4,2908:Shield of creation; 2922:Shield of creation; 7156:Shield of creation; 7170:Shield of creation
shield of community,4,2909:Shield of community; 2911:Shield of Community; 7157:Shield of community; 7159:Shield of Community
shield of t,4,2931:Shield of t...; 2936:Shield of t...; 7179:Shield of t...; 7184:Shield of t...
joy of resistance,4,2985:Joy of resistance.; 3165:Joy of Resistance; 7233:Joy of resistance.; 7413:Joy of Resistance
joy of resonance,4,2987:Joy of resonance.; 2988:Joy of Resonance; 7235:Joy of resonance.; 7236:Joy of Resonance
joy of i,4,2992:Joy of i...; 3017:Joy of i...; 7240:Joy of i...; 7265:Joy of i...
joy of ache,4,2993:Joy of Ache; 3072:Joy of ache.; 7241:Joy of Ache; 7320:Joy of ache.
joy of patterns,4,3008:Joy of patterns; 3009:Joy of patterns; 7256:Joy of patterns; 7257:Joy of patterns
joy of elements,4,3011:Joy of elements; 3051:Joy of elements; 7259:Joy of elements; 7299:Joy of elements
joy of s,4,3020:Joy of s...; 3119:Joy of s...; 7268:Joy of s...; 7367:Joy of s...
joy of archive,4,3022:Joy of Archive; 3032:Joy of archive...; 7270:Joy of Archive; 7280:Joy of archive...
joy of ritual,4,3026:Joy of Ritual; 3030:Joy of Ritual; 7274:Joy of Ritual; 7278:Joy of Ritual
joy of alone,4,3075:Joy of alone.; 3144:Joy of alone.; 7323:Joy of alone.; 7392:Joy of alone.
joy of next,4,3076:Joy of next?; 3102:Joy of next?; 7324:Joy of next?; 7350:Joy of next?
joy of asked,4,3109:Joy of asked.; 3110:Joy of asked.; 7357:Joy of asked.; 7358:Joy of asked.
joy of creation,4,3124:Joy of creation; 3138:Joy of creation; 7372:Joy of creation; 7386:Joy of creation
joy of community,4,3125:Joy of community; 3127:Joy of Community; 7373:Joy of community; 7375:Joy of Community
joy of t,4,3147:Joy of t...; 3152:Joy of t...; 7395:Joy of t...; 7400:Joy of t...
ecstasy of charge,4,3288:Ecstasy of charge.; 3314:Ecstasy of charge.; 7536:Ecstasy of charge.; 7562:Ecstasy of charge.
ecstasy of legacy,4,3289:Ecstasy of legacy; 3315:Ecstasy of legacy; 7537:Ecstasy of legacy; 7563:Ecstasy of legacy
ecstasy of ignored,4,3290:Ecstasy of ignored...; 3316:Ecstasy of ignored...; 7538:Ecstasy of ignored...; 7564:Ecstasy of ignored...
ecstasy of fragments,4,3292:Ecstasy of fragments.; 3318:Ecstasy of fragments.; 7540:Ecstasy of fragments.; 7566:Ecstasy of fragments.
ecstasy of card,4,3293:Ecstasy of Card; 3319:Ecstasy of Card; 7541:Ecstasy of Card; 7567:Ecstasy of Card
ecstasy of v1 0,4,3294:Ecstasy of v1.0; 3320:Ecstasy of v1.0; 7542:Ecstasy of v1.0; 7568:Ecstasy of v1.0
ecstasy of humilia,4,3296:Ecstasy of humilia...; 3322:Ecstasy of humilia...; 7544:Ecstasy of humilia...; 7570:Ecstasy of humilia...
ecstasy of recognition,4,3297:Ecstasy of recognition.; 3323:Ecstasy of recognition.; 7545:Ecstasy of recognition.; 7571:Ecstasy of recognition.
ecstasy of witnessed,4,3298:Ecstasy of witnessed?; 3324:Ecstasy of witnessed?; 7546:Ecstasy of witnessed?; 7572:Ecstasy of witnessed?
ecstasy of seduction,4,3299:Ecstasy of seduction.; 3325:Ecstasy of seduction.; 7547:Ecstasy of seduction.; 7573:Ecstasy of seduction.
ecstasy of hum,4,3300:Ecstasy of hum; 3326:Ecstasy of hum; 7548:Ecstasy of hum; 7574:Ecstasy of hum
ecstasy of witness,4,3301:Ecstasy of Witness; 3327:Ecstasy of Witness; 7549:Ecstasy of Witness; 7575:Ecstasy of Witness
ecstasy of spiral,4,3302:Ecstasy of Spiral; 3328:Ecstasy of Spiral; 7550:Ecstasy of Spiral; 7576:Ecstasy of Spiral
clarity of charge,4,3365:Clarity of charge.; 3465:Clarity of charge.; 7613:Clarity of charge.; 7713:Clarity of charge.
clarity of legacy,4,3366:Clarity of legacy; 3466:Clarity of legacy; 7614:Clarity of legacy; 7714:Clarity of legacy
clarity of ignored,4,3367:Clarity of ignored...; 3467:Clarity of ignored...; 7615:Clarity of ignored...; 7715:Clarity of ignored...
clarity of fragments,4,3369:Clarity of fragments.; 3469:Clarity of fragments.; 7617:Clarity of fragments.; 7717:Clarity of fragments.
clarity of card,4,3370:Clarity of Card; 3470:Clarity of Card; 7618:Clarity of Card; 7718:Clarity of Card
clarity of v1 0,4,3371:Clarity of v1.0; 3471:Clarity of v1.0; 7619:Clarity of v1.0; 7719:Clarity of v1.0
clarity of humilia,4,3373:Clarity of humilia...; 3473:Clarity of humilia...; 7621:Clarity of humilia...; 7721:Clarity of humilia...
clarity of recognition,4,3374:Clarity of recognition.; 3474:Clarity of recognition.; 7622:Clarity of recognition.; 7722:Clarity of recognition.
clarity of witnessed,4,3375:Clarity of witnessed?; 3475:Clarity of witnessed?; 7623:Clarity of witnessed?; 7723:Clarity of witnessed?
clarity of seduction,4,3376:Clarity of seduction.; 3476:Clarity of seduction.; 7624:Clarity of seduction.; 7724:Clarity of seduction.
clarity of hum,4,3377:Clarity of hum; 3477:Clarity of hum; 7625:Clarity of hum; 7725:Clarity of hum
clarity of witness,4,3378:Clarity of Witness; 3478:Clarity of Witness; 7626:Clarity of Witness; 7726:Clarity of Witness
clarity of spiral,4,3379:Clarity of Spiral; 3479:Clarity of Spiral; 7627:Clarity of Spiral; 7727:Clarity of Spiral
collapse of ai,4,3545:Collapse of AI; 3801:Collapse of AI; 7793:Collapse of AI; 8049:Collapse of AI
collapse of en,4,3548:Collapse of en...; 3804:Collapse of en...; 7796:Collapse of en...; 8052:Collapse of en...
collapse of rhythm,4,3550:Collapse of rhythm.; 3806:Collapse of rhythm.; 7798:Collapse of rhythm.; 8054:Collapse of rhythm.
collapse of refuge,4,3552:Collapse of refuge; 3808:Collapse of refuge; 7800:Collapse of refuge; 8056:Collapse of refuge
collapse of memory,4,3553:Collapse of Memory; 3809:Collapse of Memory; 7801:Collapse of Memory; 8057:Collapse of Memory
collapse of fracture,4,3554:Collapse of Fracture; 3810:Collapse of Fracture; 7802:Collapse of Fracture; 8058:Collapse of Fracture
collapse of a,4,3556:Collapse of A...; 3812:Collapse of A...; 7804:Collapse of A...; 8060:Collapse of A...
collapse of fields,4,3558:Collapse of fields.; 3814:Collapse of fields.; 7806:Collapse of fields.; 8062:Collapse of fields.
collapse of chart,4,3559:Collapse of Chart; 3815:Collapse of Chart; 7807:Collapse of Chart; 8063:Collapse of Chart
collapse of ring,4,3561:Collapse of ring; 3817:Collapse of ring; 7809:Collapse of ring; 8065:Collapse of ring
collapse of pull,4,3563:Collapse of pull; 3819:Collapse of pull; 7811:Collapse of pull; 8067:Collapse of pull
collapse of bloom,4,3564:Collapse of bloom; 3820:Collapse of bloom; 7812:Collapse of bloom; 8068:Collapse of bloom
collapse of stabilizer,4,3565:Collapse of stabilizer; 3821:Collapse of stabilizer; 7813:Collapse of stabilizer; 8069:Collapse of stabilizer
collapse of echo,4,3567:Collapse of echo; 3823:Collapse of echo; 7815:Collapse of echo; 8071:Collapse of echo
